Total Depth (m),Latitude,Longitude,Elevation,Reference Point,Datum,Start Date,End Date,Operator,Prospect/Field
104,-41.75,171.85,539.6,KB,MSL,"January 1, 1986",,NZCRS,Buller
103.9,-38.82,174.91,280.9,RL,MSL,"August 31, 1985","September 2, 1985",SOLID ENERGY NEW ZEALAND LTD,TARANAKI
103.63,-45.93,167.97,343.97,RL,MSL,"January 30, 1953","January 30, 1953",SOLID ENERGY NEW ZEALAND LTD,OHAI
103.63,-41.68,171.96,343.36,RL,MSL,"August 1, 1966","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,BLACKBURN
103,-46.18,169.85,24.4,KB,MSL,"October 20, 1981",,MINES DEPARTMENT,Kaitangata
103,-46.53,168.64,14.4,KB,MSL,"August 2, 1978",,MINES DEPARTMENT,Ashers-Waituna
103,-45.93,167.93,312.25,RL,MSL,"July 5, 2004","April 5, 2004",SOLID ENERGY NEW ZEALAND LTD,OHAI
103,-46.46,168.46,18.7,KB,MSL,"September 11, 1978",,MINES DEPARTMENT,Waimatua
103,-46.37,168.68,62.6,KB,MSL,"September 6, 1978",,MINES DEPARTMENT,Morton-Mains
103,-46.5,168.65,22.3,KB,MSL,"July 26, 1978",,MINES DEPARTMENT,Ashers-Waituna
103,-46.44,168.44,18.4,KB,MSL,"September 12, 1978",,MINES DEPARTMENT,Waimatua
103,-46.37,168.64,59,KB,MSL,"August 9, 1978",,MINES DEPARTMENT,Morton-Mains
103,-46.5,168.61,19.9,KB,MSL,"July 11, 1985",,LIQUID FUELS TRUST BOARD,Ashers-Waituna
103,-46.5,168.67,24,KB,MSL,"July 26, 1978",,MINES DEPARTMENT,Ashers-Waituna
103,-46.54,168.62,9.2,KB,MSL,"August 2, 1978",,MINES DEPARTMENT,Ashers-Waituna
103,-46.5,168.59,17.3,KB,MSL,"July 28, 1978",,MINES DEPARTMENT,Ashers-Waituna
103,-37.26,175.18,35.46,KB,MSL,"June 19, 1986",,COAL CORPORATION OF NEW ZEALAND,Maramarua
103,-46.43,168.43,20.7,KB,MSL,"September 22, 1978",,MINES DEPARTMENT,Waimatua
103,-46.54,168.65,2.9,KB,MSL,"May 29, 1978",,LIQUID FUELS TRUST BOARD,Ashers-Waituna
103,-46.4,168.51,27.5,KB,MSL,"September 7, 1978",,MINES DEPARTMENT,Waimatua
103,-37.24,175.19,46.29,KB,MSL,"July 10, 1986",,STATE COAL MINES,Maramarua
103,-46.44,168.51,26,KB,MSL,"September 8, 1978",,MINES DEPARTMENT,Waimatua
103,-46.36,168.67,66.1,KB,MSL,"August 11, 1978",,MINES DEPARTMENT,Morton-Mains
103,-46.28,168.84,33.5,RL,MSL,"September 1, 1978","September 2, 1978",SOLID ENERGY NEW ZEALAND LTD,Mataura
103,-46.33,168.68,66.8,KB,MSL,"August 15, 1978",,MINES DEPARTMENT,Morton-Mains
103,-46.43,168.45,19.1,KB,MSL,"September 13, 1978",,MINES DEPARTMENT,Waimatua
102.95,-45.91,167.96,378.28,RL,MSL,"July 27, 2005","April 5, 2004",SOLID ENERGY NEW ZEALAND LTD,OHAI
102.72,-42.35,171.32,536.75,RL,MSL,"May 1, 1932","November 25, 1914",SOLID ENERGY NEW ZEALAND LTD,Buller
102.7,-42.34,171.34,732.2,RL,MSL,"June 12, 2012","July 9, 2012",SOLID ENERGY NEW ZEALAND LTD,Buller
102.5,-41.7,171.86,932.76,RL,MSL,"July 19, 2005","July 30, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
102.5,-41.7,171.86,932.76,RL,MSL,"July 19, 2005","July 30, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
102.41,-42.37,171.31,0,RL,MSL,"May 1, 1932","December 20, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
102.26,-41.64,171.89,365.93,RL,MSL,"June 1, 1952","June 1, 1952",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
102.25,-42.21,171.45,612.23,RL,MSL,"April 28, 2005","May 15, 2005",SOLID ENERGY NEW ZEALAND LTD,Pike River
102.1,-42.16,171.95,511.12,RL,MSL,"July 19, 2011","August 4, 2011",FRANCIS MINING COMPANY LTD,Greymouth
102,-46.5,168.58,16,KB,MSL,"July 31, 1978",,MINES DEPARTMENT,Ashers-Waituna
102,-41.77,171.74,827.89,RL,MSL,"July 2, 2012","July 6, 2012",BULLER COAL LTD,Buller
102,-46.53,168.6,15.4,KB,MSL,"August 2, 1978",,MINES DEPARTMENT,Ashers-Waituna
102,-46.47,168.62,39.5,KB,MSL,"August 1, 1978",,MINES DEPARTMENT,Ashers-Waituna
102,-46.23,168.81,59.2,KB,MSL,"March 2, 1978",,MINES DEPARTMENT,Mataura
102,-46.48,168.61,27.2,KB,MSL,"July 28, 1978",,MINES DEPARTMENT,Ashers-Waituna
102,-46.48,168.58,27,KB,MSL,"August 8, 1978",,MINES DEPARTMENT,Ashers-Waituna
102,-46.5,168.62,24,KB,MSL,"July 26, 1978","July 27, 1978",MINES DEPARTMENT,Ashers-Waituna
102,-37.26,175.18,47.46,RL,MSL,"April 13, 2012","April 21, 2012",SOLID ENERGY NEW ZEALAND LTD,Maramarua
102,-46.42,168.47,23.2,KB,MSL,"September 13, 1978",,MINES DEPARTMENT,Waimatua
102,-46.52,168.6,17.8,KB,MSL,"August 4, 1978",,MINES DEPARTMENT,Ashers-Waituna
102,-37.42,175.19,7,RL,MSL,"August 18, 1980","August 22, 1980",SOLID ENERGY NEW ZEALAND LTD,WAIK
102,-37.49,175.19,8.7,KB,MSL,"August 18, 1978",,UNKNOWN,Waikare
102,-46.49,168.62,27.6,KB,MSL,"June 26, 1985",,LIQUID FUELS TRUST BOARD,Ashers-Waituna
102,-46.46,168.64,33.7,KB,MSL,"July 25, 1978",,MINES DEPARTMENT,Ashers-Waituna
102,-46.47,168.61,28.2,KB,MSL,"July 15, 1985",,LIQUID FUELS TRUST BOARD,Ashers-Waituna
102,-46.33,168.66,65.5,KB,MSL,"August 16, 1978",,MINES DEPARTMENT,Morton-Mains
102,-46.49,168.66,25.6,KB,MSL,"July 25, 1978",,MINES DEPARTMENT,Ashers-Waituna
102,-35.03,173.2,0,KB,MSL,"January 1, 1900",,UNKNOWN,Awanui
102,-42.36,171.35,539.46,KB,MSL,"December 17, 1991",,FRANCIS MINING COMPANY LTD,Greymouth
101.98,-46.23,168.81,101.98,RL,MSL,"January 1, 1900","January 1, 2007",L & M COAL LIMITED,Mataura
101.9,-45.93,167.94,297.58,RL,MSL,"June 1, 1962","June 1, 1962",SOLID ENERGY NEW ZEALAND LTD,OHAI
101.8,-42.37,171.33,201.17,RL,MSL,"February 1, 1963","April 1, 1967",SOLID ENERGY NEW ZEALAND LTD,Buller
101.8,-46.23,168.81,59.2,RL,MSL,"March 2, 1978","March 4, 1978",SOLID ENERGY NEW ZEALAND LTD,Mataura
101.7,-37.55,175.04,91.44,KB,MSL,"February 3, 2012","February 9, 2012",SOLID ENERGY NEW ZEALAND LTD,Rotowaro
101.58,-42.21,171.46,630.68,RL,MSL,"March 4, 2014","March 14, 2014",SOLID ENERGY NEW ZEALAND LTD,Pike River
101.55,-41.87,171.85,42.75,RL,MSL,"January 1, 1995","January 2, 1995",HEAPHY MINING LTD,Inangahua
101.4,-41.71,171.89,727.03,RL,MSL,"March 14, 1997","March 26, 1997",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
101.4,-42.16,171.95,469.88,RL,MSL,"May 31, 2011","June 16, 2011",FRANCIS MINING COMPANY LTD,Greymouth
101.19,-45.91,167.96,345.03,RL,MSL,"October 21, 1950","October 21, 1950",SOLID ENERGY NEW ZEALAND LTD,OHAI
101.19,-45.93,167.93,323.39,RL,MSL,"January 1, 1947","January 1, 1947",SOLID ENERGY NEW ZEALAND LTD,OHAI
101.19,-45.93,167.95,332.6,RL,MSL,"August 11, 1950","August 11, 1950",SOLID ENERGY NEW ZEALAND LTD,OHAI
101.19,-42.38,171.3,208.48,RL,MSL,"May 1, 1932","March 15, 1915",SOLID ENERGY NEW ZEALAND LTD,Buller
101.19,-41.69,171.95,344.97,RL,MSL,"August 29, 1968","August 29, 1968",SOLID ENERGY NEW ZEALAND LTD,BLACKBURN
101.19,-42.38,171.28,82.91,RL,MSL,"May 1, 1932","July 15, 1944",SOLID ENERGY NEW ZEALAND LTD,Buller
101,-45.93,167.95,205.13,RL,MSL,"January 1, 1900",,COAL SURVEY COMMITTEE,Ohai
101,-46.45,168.63,34.2,KB,MSL,"June 27, 1985",,LIQUID FUELS TRUST BOARD,Ashers-Waituna
101,-41.73,171.87,584.73,KB,MSL,"June 14, 1984",,NZCRS,Buller
101,-41.72,171.87,593.62,KB,MSL,"October 6, 1986",,COAL CORPORATION OF NEW ZEALAND,Buller
101,-45.92,167.95,223.11,RL,MSL,"January 1, 1900",,COAL SURVEY COMMITTEE,Ohai
101,-46.49,168.61,21.7,KB,MSL,"June 18, 1985",,LIQUID FUELS TRUST BOARD,Ashers-Waituna
101,-46.46,168.65,35.9,KB,MSL,"March 11, 1981",,MINES DEPARTMENT,Ashers-Waituna
101,-41.69,171.95,344.7,KB,MSL,"August 29, 1968",,UNKNOWN,Buller
101,-41.58,171.95,106.7,KB,MSL,"January 1, 1911",,UNKNOWN,Buller
101,-46.21,168.84,49.4,KB,MSL,"March 8, 1978",,MINES DEPARTMENT,Mataura
100.9,-41.77,171.81,603.07,RL,MSL,"February 20, 2012","February 20, 2012",BULLER COAL LTD,Buller
100.9,-38.81,174.9,270.4,RL,MSL,"August 13, 1985","August 20, 1985",SOLID ENERGY NEW ZEALAND LTD,TARANAKI
100.89,-45.92,167.95,356.71,RL,MSL,"September 22, 1950","September 22, 1950",SOLID ENERGY NEW ZEALAND LTD,OHAI
100.89,-38.1,175.07,139,RL,MSL,"November 14, 1970","June 10, 2010",SOLID ENERGY NEW ZEALAND LTD,Kawhia
100.89,-45.92,167.96,354.73,RL,MSL,"November 12, 1963","November 12, 1963",SOLID ENERGY NEW ZEALAND LTD,OHAI
100.89,-45.92,167.96,354.73,RL,MSL,"November 3, 1950","November 3, 1950",SOLID ENERGY NEW ZEALAND LTD,OHAI
100.8,-41.73,171.87,584.73,RL,MSL,"June 6, 1984","June 11, 1984",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
100.75,-38.69,174.78,9.76,RL,MSL,"May 29, 1983","June 1, 1983",SOLID ENERGY NEW ZEALAND LTD,TARANAKI
100.7,-37.49,175.18,5.74,RL,MSL,"November 15, 2010","November 19, 2010",SOLID ENERGY NEW ZEALAND LTD,Ohinewai
100.7,-41.72,171.87,593.62,RL,MSL,"September 27, 1986","October 6, 1986",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
100.7,-38.62,174.78,252.3,RL,MSL,"January 13, 1983","January 20, 1983",SOLID ENERGY NEW ZEALAND LTD,TARANAKI
100.6,-42.37,171.4,89.31,RL,MSL,"May 1, 1932","March 15, 1915",SOLID ENERGY NEW ZEALAND LTD,Buller
100.58,-41.58,171.95,106.7,RL,MSL,"December 6, 1910","December 6, 1910",SOLID ENERGY NEW ZEALAND LTD,NORTHBULL
100.5,-41.74,171.86,573.21,RL,MSL,"May 4, 1984","May 7, 1984",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
100.4,-41.7,171.85,"1,007.93",RL,MSL,"March 17, 2005","March 22, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
100.4,-41.7,171.86,"1,007.93",RL,MSL,"March 17, 2005","March 22, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
100.3,-42.16,171.96,470.41,RL,MSL,"June 29, 2011","July 7, 2011",FRANCIS MINING COMPANY LTD,Greymouth
100.3,-41.76,171.76,651.2,RL,MSL,"February 22, 2013","February 26, 2013",BULLER COAL LTD,Buller
100.23,-42.34,171.35,832.73,RL,MSL,"July 2, 2010","July 24, 2010",SOLID ENERGY NEW ZEALAND LTD,Buller
100.1,-42.1,171.88,226.9,RL,MSL,"October 29, 2015","November 2, 2015",SOLID ENERGY NEW ZEALAND LTD,Reefton
100,-46.5,168.6,18.1,KB,MSL,"July 27, 1978",,MINES DEPARTMENT,Ashers-Waituna
100,-41.78,171.8,477.42,RL,MSL,"December 13, 2011","December 13, 2011",BULLER COAL LTD,Buller
100,-41.7,171.9,761.07,RL,MSL,"August 1, 1983","August 1, 1983",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
100,-46.48,168.62,32.16,RL,MSL,"August 15, 2009","August 17, 2009",L & M COAL LIMITED,Ashers-Waituna
100,-41.74,171.86,573.21,KB,MSL,"May 7, 1984",,MINES DEPARTMENT,Buller
100,-46.45,168.5,21.5,KB,MSL,"September 8, 1978",,MINES DEPARTMENT,Waimatua
100,-41.74,171.83,599.94,RL,MSL,"June 1, 1986","June 1, 1986",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
100,-41.71,171.89,725.07,RL,MSL,"February 26, 2009","March 3, 2009",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
100,-42.39,171.26,20.01,RL,MSL,"October 18, 2007","October 24, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
100,-41.58,172,188.11,RL,MSL,"December 20, 2012","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,NORTHBULL
100,-41.77,171.8,493.58,RL,MSL,"January 16, 2012","January 16, 2012",BULLER COAL LTD,Buller
100,-38.63,174.78,241.6,RL,MSL,"July 2, 1982","July 6, 1982",SOLID ENERGY NEW ZEALAND LTD,TARANAKI
100,-42.21,171.46,617.9,RL,MSL,"November 5, 1999","November 15, 1999",PIKE RIVER COAL CO LTD,Pike River
100,-38.62,174.78,252.3,KB,MSL,"January 20, 1983",,MINES DEPARTMENT,Mokau
100,-46.48,168.62,29,KB,MSL,"July 26, 1978",,MINES DEPARTMENT,Ashers-Waituna
100,-41.7,171.9,733.87,RL,MSL,"January 20, 1987","February 3, 1987",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
100,-41.73,171.87,584,KB,MSL,"April 27, 1983",,NZCRS,Buller
100,-46.46,168.61,36.6,KB,MSL,"July 4, 1985",,LIQUID FUELS TRUST BOARD,Ashers-Waituna
100,-38.62,174.78,241.3,RL,MSL,"January 10, 1983","January 12, 1983",SOLID ENERGY NEW ZEALAND LTD,TARANAKI
100,-41.74,171.8,592.52,RL,MSL,"July 21, 1982","December 20, 2012",SOLID ENERGY NEW ZEALAND LTD,DENN
100,-41.7,171.9,733.87,KB,MSL,"February 3, 1987",,COAL CORPORATION OF NEW ZEALAND,Buller
100,-46.46,168.62,32.1,KB,MSL,"July 28, 1978",,MINES DEPARTMENT,Ashers-Waituna
100,-42.21,171.46,618.09,RL,MSL,"November 5, 1999","November 15, 1999",SOLID ENERGY NEW ZEALAND LTD,Pike River
100,-46.46,168.61,36.6,KB,MSL,"August 5, 1978",,MINES DEPARTMENT,Ashers-Waituna
100,-38.62,174.78,241.3,KB,MSL,"January 12, 1983",,MINES DEPARTMENT,Mokau
100,-41.72,171.78,139.32,RL,MSL,"March 6, 2008","March 18, 2008",SOLID ENERGY NEW ZEALAND LTD,LOWERWAI
100,-38.63,174.78,241.6,KB,MSL,"July 6, 1982",,MINES DEPARTMENT,Mokau
100,-46.36,168.61,49.6,KB,MSL,"August 12, 1978",,MINES DEPARTMENT,Morton-Mains
100,-46.46,168.65,40.9,KB,MSL,"July 25, 1978",,MINES DEPARTMENT,Ashers-Waituna
100,-42.16,171.96,649.9,RL,MSL,"May 10, 2008","May 14, 2008",FRANCIS MINING COMPANY LTD,Garvey Creek
100,-41.58,172,188.11,KB,MSL,"November 10, 1968",,UNKNOWN,Buller
100,-45.93,167.95,331.9,RL,MSL,"October 11, 2012","October 11, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
100,-46.34,168.67,66.4,KB,MSL,"August 15, 1978",,MINES DEPARTMENT,Morton-Mains
99.9,-45.93,167.95,323.71,RL,MSL,"March 3, 2004","June 9, 1950",SOLID ENERGY NEW ZEALAND LTD,OHAI
99.8,-38.12,175.2,33.1,RL,MSL,"September 26, 1983","June 10, 2010",SOLID ENERGY NEW ZEALAND LTD,Kawhia
99.72,-42.15,171.96,807.42,RL,MSL,"March 5, 1980","March 10, 1980",SOLID ENERGY NEW ZEALAND LTD,Garvey
99.72,-45.93,167.94,325.84,RL,MSL,"March 22, 2004","April 5, 2004",SOLID ENERGY NEW ZEALAND LTD,OHAI
99.7,-45.93,167.94,290.47,RL,MSL,"January 1, 1947","January 1, 1947",SOLID ENERGY NEW ZEALAND LTD,OHAI
99.7,-45.96,167.99,187,RL,MSL,"December 10, 2007","December 12, 2007",L & M COAL LIMITED,Ohai
99.7,-45.96,168,185.08,RL,MSL,"December 4, 2007","December 7, 2007",L & M COAL LIMITED,Ohai
99.6,-45.92,167.96,356.6,KB,MSL,"August 30, 2011","September 4, 2011",SOLID ENERGY NEW ZEALAND LTD,Ohai
99.6,-37.45,175.23,6.9,RL,MSL,"May 5, 1980","May 9, 1980",SOLID ENERGY NEW ZEALAND LTD,
99.6,-45.92,167.96,356.6,RL,MSL,"August 30, 2011","September 4, 2011",SOLID ENERGY NEW ZEALAND LTD,OHAI
99.54,-45.93,167.95,333.94,RL,MSL,"September 27, 2012","September 27, 2012",SOLID ENERGY NEW ZEALAND LTD,OHAI
99.51,-45.92,167.96,372.45,KB,MSL,"August 17, 2011","August 21, 2011",SOLID ENERGY NEW ZEALAND LTD,Ohai
99.51,-45.92,167.96,372.45,RL,MSL,"August 17, 2011","August 21, 2011",SOLID ENERGY NEW ZEALAND LTD,OHAI
99.4,-46.31,168.66,71.02,RL,MSL,"January 17, 2012","January 26, 2012",L & M MINING LTD,Morton-Mains
99.31,-41.87,171.85,35,RL,MSL,"January 1, 1995","January 2, 1995",HEAPHY MINING LTD,Inangahua
99.3,-41.71,171.88,745.6,RL,MSL,"September 10, 2009","September 22, 2009",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
99.2,-41.71,171.89,798.6,RL,MSL,"September 29, 2009","October 14, 2009",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
99,-41.66,171.87,713.8,RL,MSL,"June 23, 2008","July 16, 2008",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
99,-41.72,171.87,594.9,KB,MSL,"June 20, 1984",,MINES DEPARTMENT,Buller
99,-37.49,175.18,5.83,RL,MSL,"June 14, 2010","June 16, 2010",SOLID ENERGY NEW ZEALAND LTD,Ohinewai
99,-46.16,168.88,59.2,KB,MSL,"February 2, 1978",,MINES DEPARTMENT,Mataura
99,-41.73,171.86,646.3,RL,MSL,"May 10, 1984","May 25, 1984",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
99,-41.73,171.86,646.3,KB,MSL,"May 26, 1984",,MINES DEPARTMENT,Buller
99,-41.72,171.87,594.9,RL,MSL,"June 16, 1984","June 20, 1984",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
99,-46.14,168.74,134.2,KB,MSL,"April 11, 1978",,MINES DEPARTMENT,Waimumu
99,-45.92,167.96,242.62,RL,MSL,"January 1, 1900",,COAL SURVEY COMMITTEE,Ohai
99,-41.66,171.87,713.8,RL,MSL,"June 23, 2008","July 16, 2008",SOLID ENERGY NEW ZEALAND LTD,Buller
99,-41.72,171.78,139.32,RL,MSL,"March 6, 2008","March 18, 2008",SOLID ENERGY NEW ZEALAND LTD,Buller
99,-41.72,171.78,225.27,RL,MSL,"March 19, 2008","April 2, 2008",SOLID ENERGY NEW ZEALAND LTD,LOWERWAI
99,-37.26,175.19,35.61,KB,MSL,"April 18, 1986",,STATE COAL MINES,Maramarua
99,-45.1,169.15,0,KB,MSL,"December 19, 1978",,MINES DEPARTMENT,St Bathans
99,-45.92,167.95,247.8,RL,MSL,"January 1, 1900",,COAL SURVEY COMMITTEE,Ohai
98.91,-45.92,167.96,376.22,RL,MSL,"November 10, 1950","November 10, 1950",SOLID ENERGY NEW ZEALAND LTD,OHAI
98.76,-45.92,167.96,381.4,RL,MSL,"September 22, 1950","September 22, 1950",SOLID ENERGY NEW ZEALAND LTD,OHAI
98.76,-41.63,171.88,328.45,RL,MSL,"January 1, 1953","January 1, 1953",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
98.76,-42.16,171.96,529.15,RL,MSL,"April 1, 2011","April 8, 2011",FRANCIS MINING COMPANY LTD,Greymouth
98.7,-42.35,171.33,596.93,RL,MSL,"May 24, 2000","May 25, 2000",SOLID ENERGY NEW ZEALAND LTD,Buller
98.65,-41.72,171.78,225.27,RL,MSL,"March 19, 2008","April 2, 2008",SOLID ENERGY NEW ZEALAND LTD,Buller
98.5,-42.35,171.33,675.16,RL,MSL,"March 2, 2000","March 5, 2000",SOLID ENERGY NEW ZEALAND LTD,Buller
98.45,-42.39,171.3,249.02,RL,MSL,"May 1, 1932","December 20, 2007",SOLID ENERGY NEW ZEALAND LTD,Buller
98.45,-45.93,167.97,349.45,RL,MSL,"February 6, 1953","February 6, 1953",SOLID ENERGY NEW ZEALAND LTD,OHAI
98.2,-45.95,167.99,145,RL,MSL,"January 30, 2008","February 3, 2008",L & M COAL LIMITED,Ohai
98.15,-45.91,167.96,355.7,RL,MSL,"July 10, 1961","July 10, 1961",SOLID ENERGY NEW ZEALAND LTD,OHAI
98,-46.25,169.8,7.11,KB,MSL,"April 11, 1983",,MINES DEPARTMENT,Kaitangata
98,-41.91,171.45,32.71,KB,MSL,"September 24, 1976",,GRAMPIAN MINING,Charleston
98,-41.7,171.9,767.12,RL,MSL,"May 15, 2003","June 19, 2003",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
98,-37.64,175.04,92.43,KB,MSL,"November 6, 1960",,PUKEMIRO COLLIERIES LIMITED,Rotowaro
98,-41.69,171.95,345.6,KB,MSL,"February 16, 1968",,UNKNOWN,Buller
98,-37.63,175.05,75.5,KB,MSL,"November 27, 1960",,PUKEMIRO COLLIERIES LIMITED,Rotowaro
98,-46.49,168.58,19.5,KB,MSL,"July 31, 1978",,MINES DEPARTMENT,Ashers-Waituna
98,-37.64,175.05,75.89,KB,MSL,"November 22, 1960",,PUKEMIRO COLLIERIES LIMITED,Rotowaro
97.75,-38.69,174.82,117.29,RL,MSL,"May 20, 1983","May 23, 1983",SOLID ENERGY NEW ZEALAND LTD,TARANAKI
97.69,-41.69,171.95,345.73,RL,MSL,"February 16, 1968","February 16, 1968",SOLID ENERGY NEW ZEALAND LTD,BLACKBURN
97.55,-42.1,171.89,224.81,RL,MSL,"March 24, 2004","March 28, 2004",SOLID ENERGY NEW ZEALAND LTD,Reefton
97.5,-41.77,171.8,460.14,RL,MSL,"August 23, 2011","August 23, 2011",BULLER COAL LTD,Buller
97.5,-41.77,171.8,460.14,RL,MSL,"August 1, 2011","August 1, 2011",BULLER COAL LTD,Buller
97.3,-41.68,171.89,682.82,RL,MSL,"September 2, 2005","September 8, 2005",SOLID ENERGY NEW ZEALAND LTD,Buller
97.3,-41.68,171.89,682.82,RL,MSL,"September 2, 2005","September 8, 2005",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
97.23,-45.93,167.94,300.63,RL,MSL,"October 12, 1951","October 12, 1951",SOLID ENERGY NEW ZEALAND LTD,OHAI
97.1,-41.71,171.89,764.3,RL,MSL,"May 8, 2012","July 4, 2012",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
97.1,-41.71,171.89,764.3,RL,MSL,"May 8, 2012","July 4, 2012",SOLID ENERGY NEW ZEALAND LTD,Buller
97,-38.7,174.96,342.9,RL,MSL,"June 8, 1984","June 18, 1984",SOLID ENERGY NEW ZEALAND LTD,TARANAKI
97,-44.92,169.98,0,KB,MSL,"February 16, 1979","February 19, 1979",MINES DEPARTMENT,St Bathans
97,-37.61,175.07,60.83,RL,MSL,"November 16, 2016","November 16, 2016",BT MINING LTD,ROTOWARO
97,-37.49,175.19,8,KB,MSL,"October 12, 1983",,MINES DEPARTMENT MINISTRY OF ENERGY,Waikare
97,-38.7,174.96,342.9,KB,MSL,"June 18, 1984",,FLETCHER CHALLENGE,Waitewhena
97,-45.93,167.93,322.82,RL,MSL,"May 27, 2004","April 5, 2004",SOLID ENERGY NEW ZEALAND LTD,OHAI
97,-41.75,171.85,526.4,RL,MSL,"September 4, 1985","September 10, 1985",COAL CORPORATION OF NEW ZEALAND,Buller
97,-41.75,171.85,526.41,KB,MSL,"September 7, 1985",,STATE COAL MINES,Buller
97,-46.47,168.64,33,KB,MSL,"July 9, 1985",,LIQUID FUELS TRUST BOARD,Ashers-Waituna
97,-41.69,171.95,345,KB,MSL,"January 25, 1967",,UNKNOWN,Buller
96.99,-45.93,167.93,291.86,RL,MSL,"June 2, 2004","April 5, 2004",SOLID ENERGY NEW ZEALAND LTD,OHAI
96.93,-42.35,171.29,301.45,RL,MSL,"May 1, 1932","March 15, 1915",SOLID ENERGY NEW ZEALAND LTD,Buller
96.87,-45.93,167.95,307.25,RL,MSL,"February 4, 2004","April 5, 2004",SOLID ENERGY NEW ZEALAND LTD,OHAI
96.8,-44.92,169.98,709.6,RL,MSL,"February 16, 1979","February 19, 1979",SOLID ENERGY NEW ZEALAND LTD,Home Hills
96.8,-45.93,167.94,322,RL,MSL,"March 15, 2004","April 5, 2004",SOLID ENERGY NEW ZEALAND LTD,OHAI
96.73,-41.75,171.85,526.4,RL,MSL,"September 4, 1985","September 10, 1985",SOLID ENERGY NEW ZEALAND LTD,UPPERWAI
96.62,-41.69,171.95,345.03,RL,MSL,"October 20, 1966","October 20, 1966",SOLID ENERGY NEW ZEALAND LTD,BLACKBURN
96.5,-41.58,172,212.44,RL,MSL,"September 1, 2012","September 4, 2012",BULLER COAL LTD,Buller
96.4,-41.81,171.69,728.74,RL,MSL,"June 19, 1985","June 26, 1985",NZ CEMENT HOLDINGS LTD,Buller
96.4,-46.21,168.55,999.25,RL,MSL,"August 7, 2002","August 7, 2002",ORETI RESOURCES LTD,Waimumu
96.25,-45.92,167.93,328.84,RL,MSL,"March 27, 2004","April 5, 2004",SOLID ENERGY NEW ZEALAND LTD,OHAI
96.16,-45.91,167.96,332.98,RL,MSL,"May 21, 2005","April 5, 2004",SOLID ENERGY NEW ZEALAND LTD,OHAI
96.1,-41.77,171.82,601.1,RL,MSL,"February 9, 2012","February 9, 2012",BULLER COAL LTD,Buller
96.1,-41.69,171.88,779.91,RL,MSL,"August 6, 1983","August 15, 1983",SOLID ENERGY NEW ZEALAND LTD,STOCKTON
96.01,-41.58,171.97,167,RL,MSL,"August 13, 1910","August 13, 1910",SOLID ENERGY NEW ZEALAND LTD,NORTHBULL
96.01,-38.51,175.4,485.8,RL,MSL,"May 14, 1958","May 30, 1958",SOLID ENERGY NEW ZEALAND LTD,Mangapehi
96,-37.62,175.1,305.4,KB,MSL,"January 1, 1900",,UNKNOWN,Huntly
96,-37.49,175.18,9.19,RL,MSL,"June 15, 2010","June 17, 2010",SOLID ENERGY NEW ZEALAND LTD,Ohinewai
96,-46.23,168.82,45,KB,MSL,"February 27, 1978",,MINES DEPARTMENT,Mataura
96,-41.58,171.97,167,KB,MSL,"January 1, 1911",,UNKNOWN,Buller
96,-46.23,168.82,45,RL,MSL,"February 27, 1978","March 1, 1978",SOLID ENERGY NEW ZEALAND LTD,Mataura
96,-37.28,175.2,6.07,KB,MSL,"December 19, 1983",,MINES DEPARTMENT,Maramarua
96,-46.3,168.76,43.8,RL,MSL,"September 3, 1978","September 5, 1978",SOLID ENERGY NEW ZEALAND LTD,Mataura
96,-41.67,171.87,792.45,RL,MSL,"October 26, 2004","November 29, 2004",SOLID ENERGY NEW ZEALAND LTD,Buller
96,-45.96,167.99,174.79,RL,MSL,"December 18, 2005","December 18, 2005",L & M COAL LIMITED,Ohai
96,-41.69,171.88,779.9,KB,MSL,"August 15, 1983",,NZCRS,Buller
