Total Depth (m),Title,Purpose,Latitude,Longitude,EPSG,Elevation,Reference Point,Datum,UWI,Result,Start Date,End Date,Operator
"2,645.00",Tuhua-8A,production,-39.06,174.35,"4,326",180.7,KB,MSL,100000181531,oil,"September 9, 1994","September 13, 1994",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,641.00",Tuhua-9,production,-39.06,174.35,"4,326",180.7,KB,MSL,100000181532,oil,"September 19, 1994","October 9, 1994",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,631.00",Pukemai-2,appraisal,-39.07,174.34,"4,326",163.5,KB,MSL,100000113367,dry,"October 22, 1983","November 20, 1983",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,630.40",Santoft-1A,exploration,-40.2,175.21,"4,326",11.7,KB,MSL,100000022173,dry,"March 26, 1964","May 3, 1964",CHAMPLIN OIL & REFINING COMPANY
"2,625.00",Tuhua-3D,exploration,-39.07,174.36,"4,326",161.7,KB,MSL,100000113629,oil,"September 4, 1988","September 10, 1988",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,620.00",Moki-1st,exploration,-39.97,173.31,"4,326",26,KB,MSL,100000787678,shows,"November 11, 1983","December 4, 1983",TRICENTROL EXPLORATION OVERSEAS LTD
"2,618.00",Toetoe-3,appraisal,-39.11,174.32,"4,326",124.3,KB,MSL,100000113375,oil,"January 26, 1985","February 23, 1985",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,613.90",Tariki-D1,appraisal,-39.21,174.36,"4,326",217,RT,MSL,100000528020,oil/gas,"October 2, 2004","October 31, 2004",SWIFT ENERGY NEW ZEALAND LTD
"2,610.00",Ngatoro-15,exploration,-39.21,174.19,"4,326",305.35,DF,MSL,100000755093,gas shows,"May 29, 2012","June 29, 2012",GREYMOUTH PETROLEUM LTD
"2,606.00",Awakino South-1,exploration,-38.55,174.57,"4,326",33.6,RT,MSL,100000629996,dry,"August 30, 2008","October 2, 2008",STP ENERGY PTE LTD
"2,603.00",Pukemai-1B,exploration,-39.07,174.34,"4,326",163.5,KB,MSL,100000113366,oil,"July 27, 1983","August 15, 1983",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,600.00",Ngatoro-16,production,-39.21,174.19,"4,326",301.1,DF,MSL,100000790962,oil/gas,"July 6, 2012","October 12, 2012",GREYMOUTH PETROLEUM LTD
"2,595.40",MR8AP3,production,-39.99,173.29,"4,326",46.94,RT,MSL,100000793500,oil shows,"September 21, 2014","November 25, 2014",OMV NEW ZEALAND LIMITED
"2,591.30",Tirua-1,exploration,-38.35,174.62,"4,326",32.6,KB,MSL,100000113643,dry,"June 2, 1990","July 10, 1990",ARCO PETROLEUM NZ INC
"2,588.00",Tuhua-1 Re-entry,exploration,-39.07,174.35,"4,326",156,KB,MSL,100000113355R,oil,"June 9, 1994","January 1, 1995",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,588.00",Cheal-E3,exploration,-39.38,174.33,"4,326",227.8,DF,MSL,100000770424,oil/gas,"October 8, 2013","November 5, 2013",CHEAL PETROLEUM LTD
"2,588.00",Tuhua-1,exploration,-39.07,174.35,"4,326",156,KB,MSL,100000113355,oil,"April 27, 1983","May 24, 1983",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,575.00",Supplejack-1,exploration,-39.16,174.23,"4,326",184,RT,MSL,100000542932,shows,"July 22, 2005","August 6, 2005",AUSTRAL-PACIFIC ENERGY (NZ) LTD
"2,571.00",Moturoa-5,exploration,-39.06,174.04,"4,326",8.3,DF,MSL,100000577548,gas shows,"September 14, 2006","October 13, 2006",GREYMOUTH PETROLEUM LTD
"2,558.00",Tuhua-3C,exploration,-39.07,174.36,"4,326",161.7,KB,MSL,100000787733,shows,"August 18, 1988","August 31, 1988",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,558.00",Ahuroa-3,production,-39.26,174.34,"4,326",201.15,RT,MSL,100000698951,oil/gas,"November 4, 2009","December 11, 2009",ORIGIN ENERGY RESOURCES LTD
"2,550.00",Mystone-1,exploration,-39.11,174.31,"4,326",156.9,KB,MSL,100000168829,oil/gas,"November 1, 1993","December 18, 1993",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,548.10",Santoft-1,exploration,-40.2,175.21,"4,326",11.7,KB,MSL,100000320175,dry,"March 9, 1964","March 13, 1964",CHAMPLIN OIL & REFINING COMPANY
"2,544.20",Waitaria-2,exploration,-38.64,177.91,"4,326",13.08,KB,MSL,100000370979,dry,"January 24, 2001","March 14, 2001",WESTECH ENERGY NEW ZEALAND LTD
"2,538.00",Ahuroa-5,production,-39.27,174.34,"4,326",201.15,RT,MSL,100000712735,dry,"January 30, 2010","February 13, 2010",ORIGIN ENERGY RESOURCES LTD
"2,536.00",Toetoe-5A,production,-39.12,174.31,"4,326",152.7,KB,MSL,100000113627,oil,"January 1, 1989","January 4, 1989",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,535.00",Toetoe-6,production,-39.11,174.32,"4,326",123.4,KB,MSL,100000113628,oil,"October 16, 1988","November 11, 1988",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,531.00",Cook-1,exploration,-40.44,172.28,"4,326",34.1,KB,MSL,100000022151,water,"August 10, 1970","September 8, 1970",NZ AQUITAINE PETROLEUM LTD
"2,529.00",Tuhua-2A,appraisal,-39.06,174.35,"4,326",178.9,KB,MSL,100000787728,water,"September 15, 1983","September 24, 1983",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,528.50",Cheal-C3,appraisal,-39.37,174.28,"4,326",298.3,RT,MSL,100000755099,oil/gas,"May 11, 2012","June 9, 2012",CHEAL PETROLEUM LTD
"2,527.00",Ahuroa-4,production,-39.27,174.34,"4,326",201.15,RT,MSL,100000698953,oil/gas,"December 30, 2009","January 19, 2010",ORIGIN ENERGY RESOURCES LTD
"2,527.00",Harihari-1,exploration,-43.11,170.47,"4,326",28.89,KB,MSL,100000021904,water,"February 3, 1971","March 8, 1971",NZ PETROLEUM EXPLORATION CO LTD
"2,515.00",McKee-4,appraisal,-39.09,174.33,"4,326",158,KB,MSL,100000113363,shows,"December 19, 1981","January 26, 1982",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,509.00",Tuhua-5A,exploration,-39.06,174.35,"4,326",180.5,KB,MSL,100000123620,oil,"December 30, 1990","February 6, 1991",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,503.00",Fresne-1,exploration,-40.35,173.08,"4,326",9,KB,MSL,100000022051,water,"January 14, 1976","February 29, 1976",NZ AQUITAINE PETROLEUM LTD
"2,500.00",Makuri-1A,exploration,-39.25,174.32,"4,326",250,KB,MSL,100000113370,dry,"July 31, 1984","August 18, 1984",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,495.00",Toetoe-5,production,-39.12,174.31,"4,326",152.7,KB,MSL,100000787725,oil,"December 8, 1988","December 25, 1988",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,488.00",Pukemai-2A,appraisal,-39.07,174.34,"4,326",163.5,KB,MSL,100000502386,gas shows,"November 24, 1983","December 12, 1983",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,484.00",Pukemai-3A,production,-39.07,174.34,"4,326",162.85,KB,MSL,100000502387,oil,"March 7, 1991","March 16, 1991",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,484.00",Toetoe-2B,appraisal,-39.1,174.33,"4,326",95,KB,MSL,100000113378,oil,"December 8, 1984","January 3, 1985",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,483.00",McKee-9,production,-39.1,174.33,"4,326",133.2,KB,MSL,100000113633,oil,"July 21, 1987","August 10, 1987",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,477.00",Toetoe-4,production,-39.12,174.31,"4,326",152.3,KB,MSL,100000113291,dry,"December 13, 1985","January 13, 1986",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,477.00",Tariki-2B,appraisal,-39.2,174.37,"4,326",241.05,KB,MSL,100000113351,dry,"March 15, 1987","March 29, 1987",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,471.00",Tariki-3,appraisal,-39.23,174.36,"4,326",192.33,KB,MSL,100000113348,dry,"February 4, 1988","February 18, 1988",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,471.00",Tuhua-8,production,-39.06,174.35,"4,326",180.7,KB,MSL,100000180742,water,"August 14, 1994","August 30, 1994",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,469.00",Cheal-B10,exploration,-39.38,174.31,"4,326",258,RT,MSL,100000789543,oil/gas,"June 11, 2014","July 6, 2014",TAG OIL LTD
"2,467.00",Makara-1B,exploration,-39.13,174.32,"4,326",146.4,KB,MSL,100000113253,dry,"November 30, 1984","December 27, 1984",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,467.00",MR7P5,production,-39.99,173.29,"4,326",46.94,RT,MSL,100000655504,unknown,"March 22, 2009","May 9, 2009",OMV NEW ZEALAND LIMITED
"2,465.00",Ahuroa-2,appraisal,-39.27,174.34,"4,326",204.32,KB,MSL,100000113361,gas/condensate,"November 22, 1986","December 10, 1986",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,463.00",McKee-2,appraisal,-39.09,174.33,"4,326",153.69,KB,MSL,100000113354,shows,"August 14, 1980","September 7, 1980",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,450.00",McKee-5,appraisal,-39.09,174.33,"4,326",130,KB,MSL,100000113364,shows,"February 2, 1982","February 25, 1982",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,450.00",Kaimiro-5,appraisal,-39.17,174.15,"4,326",268.91,KB,MSL,100000163454,oil,"July 16, 1993","August 8, 1993",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,450.00",Southern Cross-A1 ST1,exploration,-39.28,174.32,"4,326",287,DF,MSL,100000786265,gas shows,"April 14, 2014","April 25, 2014",CHEAL PETROLEUM LTD
"2,450.00",Toetoe-4B,production,-39.12,174.31,"4,326",152.6,RT,MSL,100000235159,dry,"April 2, 1997","April 19, 1997",FLETCHER CHALLENGE ENERGY TARANAKI
"2,445.00",MR4P9,production,-39.99,173.29,"4,326",46.9,RT,MSL,100000644917,oil,"December 12, 2008","February 8, 2009",OMV NEW ZEALAND LIMITED
"2,441.00",Crusader-1,exploration,-39.12,174.1,"4,326",144,RT,MSL,100000364345,gas shows,"July 31, 2000","August 11, 2000",GEL EXPLORATION INC
"2,441.00",Cheal-C4,appraisal,-39.37,174.28,"4,326",298.3,RT,MSL,100000752961,oil shows,"June 14, 2012","July 8, 2012",CHEAL PETROLEUM LTD
"2,435.00",Cape Egmont-1,exploration,-39.21,173.79,"4,326",22.32,KB,MSL,100000113295,gas shows,"October 26, 1986","November 17, 1986",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,434.00",McKee-11,production,-39.09,174.33,"4,326",128.8,KB,MSL,100000320180,oil,"November 14, 1988","December 4, 1988",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,432.00",Pukemai-1A,exploration,-39.07,174.34,"4,326",163.5,KB,MSL,100000502384,oil shows,"July 12, 1983","July 24, 1983",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,431.00",Tariki North-1,appraisal,-39.19,174.38,"4,326",120.92,KB,MSL,100000113342,dry,"May 9, 1987","June 25, 1987",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,429.00",Tuhua-5,production,-39.06,174.35,"4,326",180.5,KB,MSL,100000123619,dry,"December 30, 1990","January 22, 1991",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,424.00",Toetoe-4D,production,-39.12,174.31,"4,326",152.6,RT,MSL,100000239529,oil,"May 13, 1997","June 2, 1997",FLETCHER CHALLENGE ENERGY TARANAKI
"2,421.00",Toetoe-7A,production,-39.11,174.32,"4,326",125.7,KB,MSL,100000528868,oil,"July 29, 1989","August 12, 1989",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,420.00",Ngatoro-3,appraisal,-39.18,174.19,"4,326",267.94,KB,MSL,100000158215,oil,"January 14, 1993","February 14, 1993",NEW ZEALAND OIL AND GAS LTD (NZOG)
"2,420.00",McKee-5A,appraisal,-39.09,174.33,"4,326",130,KB,MSL,100000529035,dry,"February 28, 1982","March 15, 1982",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,408.00",Rakiura-1,exploration,-48.66,168.15,"4,326",30.02,KB,MSL,100000113641,dry,"October 11, 1983","November 15, 1983",PLACID OIL COMPANY
"2,406.00",Tuhua-2B,appraisal,-39.06,174.35,"4,326",178.9,KB,MSL,100000113356,oil,"September 29, 1983","October 11, 1983",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,400.00",McKee-2A,appraisal,-39.09,174.33,"4,326",153.69,KB,MSL,100000787643,oil,"September 16, 1980","October 6, 1980",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,400.00",Toetoe-9A,production,-39.11,174.32,"4,326",123.9,KB,MSL,100000528870,oil,"September 6, 1992","October 1, 1992",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,400.00",Paritutu-1,exploration,-39.06,174.03,"4,326",52,KB,MSL,100000164197,oil shows,"August 14, 1993","September 24, 1993",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,400.00",McKee-3,appraisal,-39.09,174.33,"4,326",157.7,KB,MSL,100000113362,dry,"October 17, 1981","November 13, 1981",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,397.35",Cheal-D1,exploration,-39.36,174.31,"4,326",245.6,RT,MSL,100000832087,gas,"July 16, 2017","August 5, 2017",CHEAL PETROLEUM LTD
"2,390.00",Cheal-C1,appraisal,-39.37,174.28,"4,326",297.35,RT,MSL,100000718434,oil,"May 21, 2011","June 8, 2011",TAG OIL LTD
"2,387.00",Arakamu-1,exploration,-39.43,174.34,"4,326",223.1,RT,MSL,100000565031,dry,"January 8, 2006","January 23, 2006",TAG OIL LTD
"2,386.50",Hoiho-1C,exploration,-49.61,169.62,"4,326",31.1,KB,MSL,100000022144,water,"April 4, 1978","April 24, 1978",HUNT INTERNATIONAL PETROLEUM CO NZ
"2,386.00",McKee-8,production,-39.09,174.33,"4,326",152.1,KB,MSL,100000113634,oil,"June 30, 1987","July 19, 1987",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,384.00",Toetoe-2D,appraisal,-39.1,174.33,"4,326",94.1,KB,MSL,100000113630,oil,"October 1, 1987","October 11, 1987",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,384.00",Cheal-G1,exploration,-39.4,174.28,"4,326",260.45,RF,MSL,100000772766,oil/gas,"January 3, 2014","January 23, 2014",CHEAL PETROLEUM LTD
"2,384.00",MR2P1,production,-39.99,173.29,"4,326",46.94,RT,MSL,100000699580,oil,"December 2, 2008","June 30, 2009",OMV NEW ZEALAND LIMITED
"2,380.00",Arakamu-2,exploration,-39.42,174.34,"4,326",223.6,RT,MSL,100000757844,shows,"October 27, 2012","December 1, 2012",TARANAKI VENTURES LTD
"2,378.00",MR8P3,production,-39.99,173.29,"4,326",46.94,RT,MSL,100000692261,water,"April 11, 2009","May 6, 2009",OMV NEW ZEALAND LIMITED
"2,375.00",Toetoe-3A,appraisal,-39.11,174.32,"4,326",124.3,KB,MSL,100000113377,oil,"February 28, 1985","March 21, 1985",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,372.00",Hawke Bay-1,exploration,-39.28,177.33,"4,326",10.4,RT,MSL,100000592145,water,"November 29, 1975","December 31, 1975",BP SHELL AQUITAINE TODD PD LTD
"2,361.00",McKee-16A,exploration,-39.09,174.33,"4,326",128.9,KB,MSL,100000528878,oil,"May 12, 1995","June 15, 1995",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,360.00",Kupara-1,exploration,-39.22,174.35,"4,326",212,RT,MSL,100000244176,shows,"June 24, 1997","July 25, 1997",FLETCHER CHALLENGE ENERGY TARANAKI
"2,348.00",Piakau-2,appraisal,-39.27,174.34,"4,326",201.6,RT,MSL,100000262886,shows,"September 10, 1997","October 6, 1997",FLETCHER CHALLENGE ENERGY TARANAKI
"2,345.00",Pouri-2A,exploration,-39.08,174.33,"4,326",103.6,KB,MSL,100000502379,water,"January 4, 1997","January 25, 1997",FLETCHER CHALLENGE ENERGY TARANAKI
"2,341.00",McKee-15,production,-39.09,174.33,"4,326",128.9,KB,MSL,100000191259,oil,"March 14, 1995","April 12, 1995",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,338.00",McKee-10,production,-39.1,174.33,"4,326",133.1,KB,MSL,100000113632,oil,"August 13, 1987","August 27, 1987",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,332.00",Pukemai-3,production,-39.07,174.34,"4,326",162.85,KB,MSL,100000123621,shows,"February 12, 1991","March 6, 1991",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,326.00",Toetoe-4C,production,-39.12,174.31,"4,326",152.6,RT,MSL,100000235160,dry,"April 22, 1997","May 8, 1997",FLETCHER CHALLENGE ENERGY TARANAKI
"2,321.00",Sidewinder-7,exploration,-39.21,174.2,"4,326",296.8,RT,MSL,100000763013,gas,"March 11, 2013","April 10, 2013",TAG OIL LTD
"2,320.10",Opoho-1,exploration,-39.04,177.66,"4,326",12.5,KB,MSL,100000298418,water,"November 11, 1998","December 16, 1998",WESTECH ENERGY NEW ZEALAND LTD
"2,320.00",Kaimiro-15,production,-39.15,174.17,"4,326",223.4,KB,MSL,100000232967,shows,"March 4, 1997","March 24, 1997",FLETCHER CHALLENGE ENERGY TARANAKI
"2,318.00",MR3P8,production,-39.99,173.29,"4,326",46.9,RT,MSL,100000644912,unknown,"December 4, 2008","January 7, 2009",OMV NEW ZEALAND LIMITED
"2,316.00",Makuri-1,exploration,-39.25,174.32,"4,326",250,KB,MSL,100000113369,dry,"July 14, 1984","July 29, 1984",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,316.00",McKee-2C,production,-39.09,174.33,"4,326",147.69,RT,MSL,100000362258,water,"July 10, 2000","July 15, 2000",FLETCHER CHALLENGE ENERGY TARANAKI
"2,315.00",Toetoe-7,production,-39.11,174.32,"4,326",125.7,KB,MSL,100000113626,oil,"July 10, 1989","July 27, 1989",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,314.00",Parikino-1,exploration,-39.8,175.15,"4,326",29.26,KB,MSL,100000021872,dry,"July 25, 1964","August 17, 1964",SHELL BP AND TODD OIL SERVICES LTD
"2,310.00",Toetoe-1,exploration,-39.11,174.32,"4,326",124,KB,MSL,100000113376,oil/gas,"August 23, 1984","September 11, 1984",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,309.00",Tauteka-1,exploration,-39.11,174.31,"4,326",150,KB,MSL,100000113254,dry,"February 1, 1983","February 25, 1983",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,307.00",McKee-16,production,-39.09,174.33,"4,326",128.9,KB,MSL,100000193649,shows,"April 15, 1995","May 12, 1995",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,305.00",Toetoe-9,production,-39.11,174.32,"4,326",123.9,KB,MSL,100000279807,oil,"August 16, 1992","September 3, 1992",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,303.00",Durham-1,exploration,-39.21,174.22,"4,326",292.7,KB,MSL,100000113203,shows,"July 23, 1989","August 18, 1989",NEW ZEALAND OIL AND GAS LTD (NZOG)
"2,297.00",Tuhara-1,exploration,-39.04,177.54,"4,326",10,KB,MSL,100000295084,gas shows,"August 25, 1998","September 18, 1998",WESTECH ENERGY NEW ZEALAND LTD
"2,293.00",Pukemai-1,exploration,-39.07,174.34,"4,326",163.5,KB,MSL,100000502380,dry,"June 17, 1983","July 10, 1983",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,290.00",Toetoe-4A,production,-39.12,174.31,"4,326",152.3,KB,MSL,100000113639,oil,"January 18, 1986","February 3, 1986",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,285.00",McKee-3A,appraisal,-39.09,174.33,"4,326",157.7,KB,MSL,100000528922,shows,"November 17, 1981","December 14, 1981",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,283.50",Cheal-G2,exploration,-39.4,174.28,"4,326",260.45,RF,MSL,100000773483,dry,"January 25, 2014","February 11, 2014",CHEAL PETROLEUM LTD
"2,281.00",PWW-01,exploration,-38.99,174.27,"4,326",45.41,RT,MSL,100000789945,water,"April 23, 2005","May 10, 2005",SHELL TODD OIL SERVICES LIMITED
"2,280.00",Cheal-B-H1-MM,exploration,-39.38,174.31,"4,326",258.43,RT,MSL,100000708717,oil,"October 16, 2010","October 30, 2010",TAG OIL LTD
"2,280.00",McKee-9A,production,-39.1,174.33,"4,326",133.1,KB,MSL,100000361263,oil,"June 3, 2000","June 23, 2000",FLETCHER CHALLENGE ENERGY TARANAKI
"2,278.00",McKee-13,production,-39.09,174.34,"4,326",112.05,RT,MSL,100000186759,oil,"January 8, 1995","January 28, 1995",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,276.90",Tuhara-1A,exploration,-39.04,177.54,"4,326",9.7,KB,MSL,100000353642,gas shows,"December 19, 1999","April 18, 2000",WESTECH ENERGY NEW ZEALAND LTD
"2,276.00",Toetoe-2,appraisal,-39.1,174.33,"4,326",95,KB,MSL,100000113374,dry,"October 31, 1984","November 26, 1984",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,272.00",McKee-6A,production,-39.1,174.33,"4,326",93.9,KB,MSL,100000113637,oil,"May 10, 1987","May 18, 1987",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,271.00",McKee-7A,production,-39.09,174.33,"4,326",128.3,KB,MSL,100000113635,oil,"June 12, 1987","June 21, 1987",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,260.00",Toetoe-1A,exploration,-39.11,174.32,"4,326",124,KB,MSL,100000113379,oil,"October 11, 1984","October 16, 1984",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,256.00",Pateke-1,appraisal,-39.38,173.19,"4,326",25,KB,MSL,100000515546,unknown,"July 19, 2004","August 21, 2004",NEW ZEALAND OVERSEAS PETROLEUM LTD
"2,254.00",Toetoe-8A,production,-39.11,174.33,"4,326",80.6,KB,MSL,100000528869,oil,"October 23, 1992","November 11, 1992",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,252.00",Manutahi-D3H ST1,appraisal,-39.71,174.4,"4,326",41.97,RT,MSL,100000732441,oil shows,"May 28, 2011","June 28, 2011",ORIGIN ENERGY RESOURCES LTD
"2,244.85",Blenheim-1,exploration,-39.06,174.04,"4,326",21.4,KB,MSL,100000473886,gas shows,"April 19, 1913","April 1, 1914",TARANAKI OIL LANDS AQ AND DEV CO LTD
"2,237.00",McKee-2B,production,-39.09,174.33,"4,326",147.69,RT,MSL,100000361267,shows,"June 30, 2000","July 8, 2000",FLETCHER CHALLENGE ENERGY TARANAKI
"2,235.00",Cheal-E4,exploration,-39.38,174.33,"4,326",227.8,DF,MSL,100000771790,oil/gas,"November 9, 2013","November 30, 2013",CHEAL PETROLEUM LTD
"2,233.00",Pouri-2,exploration,-39.08,174.33,"4,326",103.6,KB,MSL,100000228494,unknown,"December 14, 1996","January 2, 1997",FLETCHER CHALLENGE ENERGY TARANAKI
"2,232.00",Cheal-E5,exploration,-39.38,174.33,"4,326",227.8,RF,MSL,100000772163,oil/gas,"December 2, 2013","December 18, 2013",CHEAL PETROLEUM LTD
"2,227.00",McKee-6,production,-39.1,174.33,"4,326",93.9,KB,MSL,100000113638,shows,"April 23, 1987","May 6, 1987",PETROLEUM CORPORATION OF NZ EXPL.  LTD
"2,225.04",Kiakia-1A,exploration,-39,177.25,"4,326",279,KB,MSL,100000787631,shows,"July 6, 1998","August 21, 1998",WESTECH ENERGY NEW ZEALAND LTD
"2,225.00",Karewa-1,exploration,-37.94,174.21,"4,326",25,KB,MSL,100000473538,gas shows,"December 26, 2002","January 2, 2003",CONOCO NORTHLAND LTD
"2,220.00",Copper Moki-1,exploration,-39.39,174.34,"4,326",222.85,RT,MSL,100000712374,oil,"January 24, 2011","February 10, 2011",TARANAKI VENTURES LTD
"2,213.00",Waitapu-1,exploration,-39.4,174.34,"4,326",232.56,RT,MSL,100000754712,oil/gas,"August 19, 2012","September 29, 2012",TARANAKI VENTURES LTD
"2,205.00",Piakau-1A,production,-39.3,174.34,"4,326",275,KB,MSL,100000231947,shows,"February 18, 1997","March 4, 1997",FLETCHER CHALLENGE ENERGY TARANAKI
"2,202.00",Surville-1,exploration,-40.72,173.45,"4,326",9,KB,MSL,100000022048,water,"March 3, 1976","March 25, 1976",NZ AQUITAINE PETROLEUM LTD
"2,200.40",Devon-2,appraisal,-39.08,174.03,"4,326",51.82,RT,MSL,100000113277,unknown,"May 10, 1943","July 16, 1943",NZ PETROLEUM EXPLORATION CO LTD
"2,200.00",Maari-1,exploration,-39.97,173.3,"4,326",25.4,RT,MSL,100000298311,oil shows,"October 30, 1998","November 13, 1998",SHELL TODD OIL SERVICES LIMITED
"2,200.00",Puka-3,appraisal,-39.4,174.4,"4,326",213.05,DF,MSL,100000789062,oil shows,"July 22, 2014","August 20, 2014",KEA EXPLORATION LTD
"2,198.00",Cheal-E2,exploration,-39.38,174.33,"4,326",227.5,DF,MSL,100000770248,oil/gas,"September 6, 2013","October 5, 2013",CHEAL PETROLEUM LTD
"2,193.00",Toropuihi-1,exploration,-40.85,171.95,"4,326",26.52,KB,MSL,100000113553,dry,"June 17, 1987","July 8, 1987",AMOCO NZ EXPLORATION CO LTD
"2,182.00",Toetoe-2C,appraisal,-39.1,174.33,"4,326",94.1,KB,MSL,100000113631,dry,"September 24, 1987","September 29, 1987",PETROLEUM CORPORATION OF NZ EXPL.  LTD
